"cruise","station","cast","rosette","pressure","PAR","PAR_perc"
"MC","L1",2,4,100.2,0.724847333333333,1.43833333333333
"MC","L1",2,4,100.2,0.724847333333333,1.43833333333333
"MC","L1",2,3,100.8,0.707314333333333,1.40333333333333
"MC","L1",2,3,100.8,0.707314333333333,1.40333333333333
"MC","L1",2,2,100.3,0.721925166666667,1.4325
"MC","L1",2,1,100.2,0.724847333333333,1.43833333333333
"MC","L1",2,1,100.2,0.724847333333333,1.43833333333333
"MC","L1",2,1,100.2,0.724847333333333,1.43833333333333
"MC","L1",2,1,100.2,0.724847333333333,1.43833333333333
"MC","L1",2,1,100.2,0.724847333333333,1.43833333333333
"MC","L1",2,1,100.2,0.724847333333333,1.43833333333333
"MC","L1",2,1,100.2,0.724847333333333,1.43833333333333
"MC","L1",3,23,5.2,NA,NA
"MC","L1",3,22,4.8,NA,NA
"MC","L1",3,22,4.8,NA,NA
"MC","L1",3,22,4.8,NA,NA
"MC","L1",3,22,4.8,NA,NA
"MC","L1",3,21,4.8,NA,NA
"MC","L1",3,21,4.8,NA,NA
"MC","L1",3,21,4.8,NA,NA
"MC","L1",3,21,4.8,NA,NA
"MC","L1",3,20,25.2,12.0972333333333,24.1336666666667
"MC","L1",3,20,25.2,12.0972333333333,24.1336666666667
"MC","L1",3,20,25.2,12.0972333333333,24.1336666666667
"MC","L1",3,20,25.2,12.0972333333333,24.1336666666667
"MC","L1",3,20,25.2,12.0972333333333,24.1336666666667
"MC","L1",3,19,25.4,11.9913833333333,23.9156666666667
"MC","L1",3,19,25.4,11.9913833333333,23.9156666666667
"MC","L1",3,19,25.4,11.9913833333333,23.9156666666667
"MC","L1",3,19,25.4,11.9913833333333,23.9156666666667
"MC","L1",3,18,25.6,11.8855333333333,23.6976666666667
"MC","L1",3,18,25.6,11.8855333333333,23.6976666666667
"MC","L1",3,18,25.6,11.8855333333333,23.6976666666667
"MC","L1",3,17,44.7,6.785485,13.4695
"MC","L1",3,17,44.7,6.785485,13.4695
"MC","L1",3,17,44.7,6.785485,13.4695
"MC","L1",3,17,44.7,6.785485,13.4695
"MC","L1",3,16,44.4,6.91682,13.729
"MC","L1",3,15,45.2,6.65116666666667,13.2046666666667
"MC","L1",3,14,75.2,2.12591666666667,4.21766666666667
"MC","L1",3,14,75.2,2.12591666666667,4.21766666666667
"MC","L1",3,13,74.7,2.17213333333333,4.30933333333333
"MC","L1",3,13,74.7,2.17213333333333,4.30933333333333
"MC","L1",3,13,74.7,2.17213333333333,4.30933333333333
"MC","L1",3,12,74.5,2.19423333333333,4.35333333333333
"MC","L1",3,11,99.9,0.733533666666666,1.45566666666667
"MC","L1",3,11,99.9,0.733533666666666,1.45566666666667
"MC","L1",3,10,100,0.730691666666667,1.45
"MC","L1",3,10,100,0.730691666666667,1.45
"MC","L1",3,10,100,0.730691666666667,1.45
"MC","L1",3,10,100,0.730691666666667,1.45
"MC","L1",3,9,99.9,0.733533666666666,1.45566666666667
"MC","L1",3,9,99.9,0.733533666666666,1.45566666666667
"MC","L1",3,8,107.5,0.515483333333333,1.0225
"MC","L1",3,8,107.5,0.515483333333333,1.0225
"MC","L1",3,8,107.5,0.515483333333333,1.0225
"MC","L1",3,8,107.5,0.515483333333333,1.0225
"MC","L1",3,7,106.9,0.533900833333333,1.05916666666667
"MC","L1",3,6,107.5,0.515483333333333,1.0225
"MC","L1",3,6,107.5,0.515483333333333,1.0225
"MC","L1",3,6,107.5,0.515483333333333,1.0225
"MC","L1",3,6,107.5,0.515483333333333,1.0225
"MC","L1",3,5,125,0.193998333333333,0.385
"MC","L1",3,5,125,0.193998333333333,0.385
"MC","L1",3,5,125,0.193998333333333,0.385
"MC","L1",3,4,125.1,0.1930695,0.383166666666667
"MC","L1",3,3,125.2,0.192140666666667,0.381333333333333
"MC","L1",3,3,125.2,0.192140666666667,0.381333333333333
"MC","L1",3,2,151,0.0636728333333333,0.126666666666667
"MC","L1",3,1,174.7,0.0262043666666667,0.0521666666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,15,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,14,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,13,14.9,19.25509,38.186
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,12,14.8,19.3550133333333,38.3586666666667
"MC","L1",4,11,14.4,19.7547066666667,39.0493333333333
"MC","L1",4,11,14.4,19.7547066666667,39.0493333333333
"MC","L1",4,11,14.4,19.7547066666667,39.0493333333333
"MC","L1",4,11,14.4,19.7547066666667,39.0493333333333
"MC","L1",4,11,14.4,19.7547066666667,39.0493333333333
"MC","L1",4,11,14.4,19.7547066666667,39.0493333333333
"MC","L1",4,11,14.4,19.7547066666667,39.0493333333333
"MC","L1",4,11,14.4,19.7547066666667,39.0493333333333
"MC","L1",4,10,14.1,20.0544766666667,39.5673333333333
"MC","L1",4,10,14.1,20.0544766666667,39.5673333333333
"MC","L1",4,9,14.2,19.9545533333333,39.3946666666667
"MC","L1",4,9,14.2,19.9545533333333,39.3946666666667
"MC","L1",4,9,14.2,19.9545533333333,39.3946666666667
"MC","L1",4,9,14.2,19.9545533333333,39.3946666666667
"MC","L1",4,9,14.2,19.9545533333333,39.3946666666667
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,8,15,19.1551666666667,38.0133333333333
"MC","L1",4,7,101.1,0.698255166666667,1.38533333333333
"MC","L1",4,7,101.1,0.698255166666667,1.38533333333333
"MC","L1",4,7,101.1,0.698255166666667,1.38533333333333
"MC","L1",4,7,101.1,0.698255166666667,1.38533333333333
"MC","L1",4,7,101.1,0.698255166666667,1.38533333333333
"MC","L1",4,7,101.1,0.698255166666667,1.38533333333333
"MC","L1",4,6,101.1,0.698255166666667,1.38533333333333
"MC","L1",4,6,101.1,0.698255166666667,1.38533333333333
"MC","L1",4,6,101.1,0.698255166666667,1.38533333333333
"MC","L1",4,6,101.1,0.698255166666667,1.38533333333333
"MC","L1",4,6,101.1,0.698255166666667,1.38533333333333
"MC","L1",4,6,101.1,0.698255166666667,1.38533333333333
"MC","L1",4,5,101.3,0.6918255,1.37266666666667
"MC","L1",4,5,101.3,0.6918255,1.37266666666667
"MC","L1",4,4,102,0.669321666666667,1.32833333333333
"MC","L1",4,4,102,0.669321666666667,1.32833333333333
"MC","L1",4,3,101.6,0.682181,1.35366666666667
"MC","L1",4,3,101.6,0.682181,1.35366666666667
"MC","L1",4,3,101.6,0.682181,1.35366666666667
"MC","L1",4,3,101.6,0.682181,1.35366666666667
"MC","L1",4,3,101.6,0.682181,1.35366666666667
"MC","L1",4,2,101.6,0.682181,1.35366666666667
"MC","L1",4,2,101.6,0.682181,1.35366666666667
"MC","L1",4,2,101.6,0.682181,1.35366666666667
"MC","L1",4,2,101.6,0.682181,1.35366666666667
"MC","L1",4,2,101.6,0.682181,1.35366666666667
"MC","L1",4,1,101.3,0.6918255,1.37266666666667
"MC","L1",4,1,101.3,0.6918255,1.37266666666667
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,12,14.9,19.25509,38.186
"MC","L1",5,11,14.2,19.9545533333333,39.3946666666667
"MC","L1",5,11,14.2,19.9545533333333,39.3946666666667
"MC","L1",5,11,14.2,19.9545533333333,39.3946666666667
"MC","L1",5,11,14.2,19.9545533333333,39.3946666666667
"MC","L1",5,11,14.2,19.9545533333333,39.3946666666667
"MC","L1",5,10,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,10,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,10,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,10,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,10,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,10,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,10,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,10,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,10,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,10,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,10,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,10,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,10,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,9,15.1,19.1924833333333,38.0855
"MC","L1",5,8,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,8,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,8,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,8,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,8,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,8,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,8,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,8,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,8,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,8,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,8,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,8,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,8,14.7,19.4549366666667,38.5313333333333
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,7,14.9,19.25509,38.186
"MC","L1",5,6,700.1,NA,NA
"MC","L1",5,5,699.4,NA,NA
"MC","L1",5,5,699.4,NA,NA
"MC","L1",5,4,699.4,NA,NA
"MC","L1",5,4,699.4,NA,NA
"MC","L1",5,3,699.7,NA,NA
"MC","L1",5,2,699.5,NA,NA
"MC","L1",5,2,699.5,NA,NA
"MC","L1",5,1,699.5,NA,NA
"MC","L1",5,1,699.5,NA,NA
"MC","L1",6,23,5.7,NA,NA
"MC","L1",6,22,14.5,19.6547833333333,38.8766666666667
"MC","L1",6,22,14.5,19.6547833333333,38.8766666666667
"MC","L1",6,22,14.5,19.6547833333333,38.8766666666667
"MC","L1",6,22,14.5,19.6547833333333,38.8766666666667
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
"MC","L1",6,21,15,19.1551666666667,38.0133333333333
